model,task,n_bootstrap,n_samples_mean,clean_acc_mean,clean_acc_std,clean_acc_ci95_low,clean_acc_ci95_high,masked_acc_mean,masked_acc_std,masked_acc_ci95_low,masked_acc_ci95_high,drop_acc_mean,drop_acc_std,drop_acc_ci95_low,drop_acc_ci95_high,clean_f1_macro_mean,clean_f1_macro_std,clean_f1_macro_ci95_low,clean_f1_macro_ci95_high,masked_f1_macro_mean,masked_f1_macro_std,masked_f1_macro_ci95_low,masked_f1_macro_ci95_high,drop_f1_macro_mean,drop_f1_macro_std,drop_f1_macro_ci95_low,drop_f1_macro_ci95_high,pdi_f1_macro_mean,pdi_f1_macro_std,pdi_f1_macro_ci95_low,pdi_f1_macro_ci95_high,clean_f1_weighted_mean,clean_f1_weighted_std,clean_f1_weighted_ci95_low,clean_f1_weighted_ci95_high,masked_f1_weighted_mean,masked_f1_weighted_std,masked_f1_weighted_ci95_low,masked_f1_weighted_ci95_high,drop_f1_weighted_mean,drop_f1_weighted_std,drop_f1_weighted_ci95_low,drop_f1_weighted_ci95_high,pdi_f1_weighted_mean,pdi_f1_weighted_std,pdi_f1_weighted_ci95_low,pdi_f1_weighted_ci95_high
v5_occ_attention_bias_mediapipe,talk,5000,5944.0,0.7637277254374158,0.0055287759320999975,0.7530240578734859,0.7747350269179004,0.7494473755047106,0.0056533867615265465,0.7383916554508748,0.7605989232839838,0.014280349932705246,0.0024249238989029116,0.009421265141319024,0.01901076716016148,0.739588544645914,0.0059962692439637895,0.7279587491854251,0.7515414088389595,0.7254627794619135,0.006065500006554504,0.7136584408412939,0.7374555808346674,0.01412576518400052,0.002443659769248424,0.009255686668497071,0.018960262149462323,1.909604727749661,0.32803782455049124,1.2524647791133483,2.5538005718765198,0.7767179210495194,0.005081767717522746,0.7669076604850356,0.7868919395800026,0.7634623331686952,0.0052055937525565515,0.7532447721084558,0.7737453442721758,0.013255587880824198,0.002256164296401174,0.008748734809052777,0.017623906090464877,1.7063720428568958,0.28882229641384344,1.1353073061689203,2.2655593488507577
v5_occ_token_region_transformer_mediapipe,action,5000,5944.0,0.9201840174966351,0.003521649915123269,0.9131897711978466,0.926985195154778,0.908758882907133,0.003730315888979122,0.9014131897711979,0.9160497981157469,0.011425134589502013,0.002437358478826676,0.006561238223418586,0.016150740242261152,0.8813685870245719,0.006273999865625008,0.8685905142192433,0.8930282271853006,0.8694988698889472,0.006331345437273084,0.8569557402082756,0.8817504231189103,0.0118697171356247,0.0038417998127719677,0.004286606272687782,0.019288953745187586,1.3459005626696312,0.4334100067095585,0.4923870418520136,2.1852537737287747,0.9212192775817201,0.0034527788746139204,0.9144058752493749,0.927917663436818,0.909372959072578,0.0037049327446755692,0.9020584612738535,0.9166320125581661,0.01184631850914205,0.002397274474107188,0.007118374965000299,0.016520369937682997,1.2857247197858666,0.25917750741215645,0.7756813042711243,1.7914891242803954
v5_occ_token_region_transformer_mediapipe,gaze,5000,372.0,0.5914172043010752,0.024943334994394967,0.543010752688172,0.6397849462365591,0.5348537634408602,0.025426855139672324,0.48655913978494625,0.5860215053763441,0.056563440860215086,0.021140424623012022,0.016129032258064502,0.09677419354838712,0.517148026439346,0.027047639244797472,0.4655789760527795,0.5703629676438269,0.4408751039172849,0.023355352600645914,0.3950199500678817,0.4866324504895036,0.07627292252206105,0.02116089949038389,0.036071511834646616,0.11819839773500632,14.670435242178069,3.7258369021057303,7.273868085862801,21.702833273881957,0.5673036870703505,0.026610237548027,0.5160347665089261,0.6199508019341802,0.4897610768577368,0.027659818106931973,0.4357012860575797,0.5425850440310952,0.07754261021261374,0.022926491071669105,0.03368050197108242,0.12220113405772354,13.625548714566243,3.854284186616149,6.220611860594961,21.011515354794156
v5_occ_token_region_transformer_mediapipe,hands,5000,6054.0,0.9367945160224644,0.003119139909280983,0.9306243805748265,0.9428477039973571,0.936609382226627,0.003135375209595886,0.9306243805748265,0.9428477039973571,0.00018513379583746166,0.0014042816632512227,-0.0024777006937561907,0.0029732408325073845,0.7111108945493093,0.003451065530586044,0.704776309428146,0.7183845048296128,0.7098897229801298,0.00356367717585053,0.7035829338094879,0.7174319547291071,0.0012211715691795592,0.0011944571037461492,-0.0011416931731418334,0.003543196132962003,0.171668332650888,0.16788688685776773,-0.16010448216001974,0.49804809983673787,0.9498025420808021,0.002634513528388367,0.944670568808843,0.9548320009053102,0.949018822575519,0.0026740168765041618,0.9438630659481099,0.9541769186023643,0.0007837195052830766,0.001146691289729967,-0.0014684649209210808,0.003010566242437406,0.08245330458905824,0.12069027680714006,-0.15512592132925204,0.31649535397691925
v5_occ_token_region_transformer_mediapipe,talk,5000,5944.0,0.774132402422611,0.0054392254973349525,0.7636271870794078,0.7848250336473755,0.7680792395693136,0.00552667658832164,0.7574024226110363,0.7789367429340511,0.006053162853297445,0.002201314075022804,0.0018506056527590742,0.010430686406460277,0.7420722592026832,0.006067991494377346,0.7303621848646917,0.7539695126635173,0.7353053801679907,0.0061402388844893985,0.7232133762397329,0.7471989564247695,0.006766879034692438,0.0024258683568099877,0.0020337896897667795,0.011527342599560599,0.9114960273965309,0.3257565214208073,0.27727606248137726,1.5482926915758681,0.7846580661609334,0.005073327905890487,0.7749439894829367,0.7946309378244155,0.778923461899268,0.005152303469670376,0.7691245912940442,0.7890849705495998,0.005734604261665326,0.0020690195147012045,0.0017162550640893533,0.009802441387946148,0.7305895626127267,0.26293954143249815,0.21749149682840851,1.241629797927329
v5_task_gated_late_mediapipe,action,5000,5944.0,0.9376910497981157,0.0030752764309426193,0.9315275908479138,0.9436406460296097,0.9298423283983848,0.003278871023437969,0.9234522207267833,0.9362382234185733,0.007848721399730823,0.0020533891296938426,0.0038694481830418015,0.011944818304172267,0.8808380450004082,0.007496225978991843,0.8652854865096473,0.8949654712346071,0.8677962354575212,0.007771340998800897,0.8517257356576556,0.882490429082922,0.013041809542887015,0.0041994802679536794,0.005093447394724196,0.021780473095738575,1.4798551404362588,0.47425646677354716,0.5789480457813048,2.451571501701899,0.9375328536161658,0.0030816253828784414,0.9313227601231236,0.9436063720882664,0.9298347876452769,0.0032691775204654132,0.9233517031262323,0.9363094318709063,0.007698065970888917,0.002048103193598157,0.003685959678039458,0.011742725768958654,0.8209362721971895,0.21782249928282144,0.39399387451258383,1.2499548770359816
v5_task_gated_late_mediapipe,gaze,5000,372.0,0.5779333333333334,0.02547608395516633,0.529502688172043,0.6290322580645161,0.5835876344086022,0.024943465776750266,0.5349462365591398,0.6317204301075269,-0.00565430107526882,0.0236687118977848,-0.05107526881720437,0.040322580645161366,0.474137623549646,0.020064635192387,0.43371351486428894,0.513114542195376,0.476571497164357,0.01980718364612427,0.43673652022109355,0.5158195716803621,-0.0024338736147108855,0.023423446050097517,-0.047697021547782464,0.04398254866299198,-0.6394655279966983,4.975401642625992,-10.599667571128778,8.932193550582404,0.5489538565009472,0.027050774534245387,0.4956972359803966,0.6032282002970453,0.5502852543096839,0.02712150611606652,0.49623111553913857,0.6027600513602429,-0.0013313978087366232,0.025432924413672748,-0.04903319307072442,0.04904717919416636,-0.35052704064361945,4.662637082263474,-9.46981523444751,8.567230885843657
v5_task_gated_late_mediapipe,hands,5000,6054.0,0.9458977865873801,0.0029077035528378248,0.9400396432111001,0.9514370664023786,0.9432818632309216,0.002966755172751036,0.9373967624710935,0.9491245457548728,0.0026159233564585433,0.0014085423604029838,-0.00016518004625043492,0.005450941526263575,0.7013577885741763,0.002695786133053613,0.6959694416661704,0.7065742410401952,0.6993441470783536,0.002742471591314132,0.6938805697844936,0.7048744955577076,0.002013641495822639,0.0012432530924496503,-0.00040638197612936347,0.00450503201704956,0.2869790492899106,0.17706908672853058,-0.05786576134392111,0.6420106304540028,0.9464708343633207,0.0028633981163367762,0.9407262748434865,0.9520077259436631,0.9443050212636473,0.0029070641335259702,0.9386213069119922,0.9499415526632526,0.0021658130996731937,0.001248128487108597,-0.00024367000423074212,0.0046237819305805575,0.22875959055325065,0.13174888289222506,-0.025835254083910974,0.4887311826328085
v5_task_gated_late_mediapipe,talk,5000,5944.0,0.7869280955585464,0.005358156421323077,0.7764131897711979,0.797442799461642,0.7763592530282638,0.005406240015501158,0.765814266487214,0.7868438761776582,0.010568842530282641,0.0034310178372410007,0.0038694481830416905,0.017328398384925947,0.7503447901309095,0.006124868826600903,0.7384324276101127,0.7623541990136787,0.7389420749459178,0.006155679690060698,0.7269230646291757,0.7507840238501644,0.011402715184991783,0.003957900456365291,0.003707672800289072,0.019288052334994338,1.518407376332991,0.5237983029290227,0.4979418813561497,2.559450211952501,0.7951002519429742,0.005066990635109794,0.7853106111526996,0.8051431077596307,0.785226556810758,0.005101047616623217,0.7755292163670747,0.7953054132019385,0.009873695132216163,0.0032672052342372815,0.0034976434290712012,0.0163393153961845,1.2410510329342226,0.40857255475060666,0.4374980523288402,2.056007288387367
v5_task_region_gated_late_mediapipe,action,5000,5944.0,0.9314624495289369,0.003295634718348049,0.9249663526244953,0.9377523553162853,0.9252419582772545,0.0034017141719069784,0.9185733512786003,0.931864064602961,0.00622049125168237,0.002037379053553177,0.0021870794078062694,0.010262449528936735,0.9042756680524173,0.005676894440033268,0.8928203355809836,0.9151134240491482,0.9004411202781294,0.005633242128050468,0.8890331237657879,0.9110389675927888,0.00383454777428812,0.0032638963376183006,-0.0025963717390387747,0.010177017669946439,0.4233811486454008,0.3602706510297368,-0.28764236179113384,1.1244525338405567,0.9319732062722261,0.003263755178832623,0.9255506881640636,0.9382737715845454,0.9253502180411939,0.003400387306373654,0.9187169120042892,0.9318388183461028,0.006622988231032309,0.0020382321960920836,0.0026209322432355687,0.010595226160799418,0.7104634468182986,0.21813513292262005,0.2830154223259639,1.1353840146728529
v5_task_region_gated_late_mediapipe,gaze,5000,372.0,0.5885827956989248,0.025225051179206325,0.5403225806451613,0.6397849462365591,0.5830537634408601,0.025101571736915084,0.532258064516129,0.6317204301075269,0.005529032258064518,0.019236461342639965,-0.032258064516129115,0.043010752688172005,0.4768702871485173,0.020729375166260677,0.4357732573084554,0.5180840995425126,0.48097848339730226,0.023496372316886064,0.43543886949669236,0.5276519054062796,-0.004108196248785008,0.019817992008903492,-0.04309276348722202,0.03346147856953235,-0.923002393159318,4.187661315188095,-9.418177380819634,6.829548728733359,0.5560118176698137,0.02719534134305627,0.5032814943440811,0.6111521797140967,0.5390441730288285,0.02783121085166814,0.4848248304334664,0.5925719762871517,0.016967644640985158,0.02067226972489592,-0.02342494492978677,0.057353931253494125,2.995251287695378,3.6846586643362444,-4.3352551139818996,10.052400662469102
v5_task_region_gated_late_mediapipe,hands,5000,6054.0,0.946684539147671,0.002901928322539142,0.9408655434423522,0.9522629666336306,0.9466719524281467,0.00287340467351339,0.9411959035348529,0.9522629666336306,1.258671952428183e-05,0.0014705834516336401,-0.0028080607862570606,0.0029732408325073845,0.7066959427487483,0.0025336474946620977,0.701550898106687,0.7115724758131815,0.7129183905641434,0.006717183887621685,0.7027949720217969,0.7279651275570184,-0.006222447815395142,0.006406244382522603,-0.02109507012178361,0.002220511297569821,-0.8807434990694978,0.9066681748070399,-2.986272488022747,0.3130428797253367,0.9515695051909763,0.002676765882732102,0.9463599698335069,0.9566885361598745,0.9507188618514294,0.0026796876645856587,0.9454735076583634,0.9558452618560891,0.0008506433395469945,0.0013059768904247148,-0.0016788411473711905,0.0034681886975002486,0.08930111629670724,0.13718138732276514,-0.1771173482481625,0.3628872160178506
v5_task_region_gated_late_mediapipe,talk,5000,5944.0,0.7753596231493943,0.005443459387847293,0.7648048452220727,0.7861709286675639,0.7659137617765814,0.005506818151098196,0.7553835800807537,0.7769179004037685,0.009445861372812924,0.0023277632392322404,0.005047106325706596,0.013963660834454883,0.7463330776168908,0.006028901198134956,0.7345968277802714,0.7584876804947078,0.7382963106830983,0.00603824670826472,0.7264408911182473,0.7503365078388923,0.00803676693379259,0.0024981285727210655,0.0032543255627923737,0.012997946878537614,1.0763533051461995,0.33315699233708185,0.44048288762854043,1.733263450694374,0.7865183762981766,0.005047633353404324,0.7767277545716662,0.7964122919612936,0.7781095776807526,0.0050876027634284525,0.768219255702303,0.7882211447056752,0.008408798617423972,0.0021773996544080343,0.004250653628029952,0.01265871065209968,1.0688099753626084,0.27558573744781223,0.5440129231789919,1.600877431036539
v5_task_region_scalar_gated_late_mediapipe,action,5000,5944.0,0.9402081426648722,0.0030191360966375295,0.9342193808882907,0.9459959623149394,0.927274865410498,0.00331783507347242,0.92092866756393,0.9335464333781965,0.01293327725437416,0.001964401260771032,0.009084791386271936,0.01682368775235532,0.9014795469005957,0.006234146556903334,0.8892793054113844,0.9134310987830685,0.8850998831863748,0.006645523571365423,0.8721373218761493,0.8975029710879923,0.016379663714220914,0.003568688855151561,0.009567532102678258,0.023400007585056618,1.816604491674649,0.3940962365638107,1.0617888726096292,2.589659086737223,0.941025131506607,0.0029493087187788935,0.9351429088729124,0.9467176257774488,0.9282289694360301,0.003245604813650972,0.9219044375557427,0.9344129269711491,0.012796162070577075,0.001926971062357389,0.009100491501760014,0.016624541928566734,1.359718231912342,0.20409386487159617,0.9672680335295817,1.767393079482825
v5_task_region_scalar_gated_late_mediapipe,gaze,5000,372.0,0.5942575268817205,0.025293890078409403,0.5456317204301075,0.6424731182795699,0.505444623655914,0.0255822004872979,0.45698924731182794,0.5564516129032258,0.08881290322580647,0.021218344243198548,0.048387096774193505,0.13172043010752688,0.47862669281696196,0.02051336329562054,0.438679846035061,0.5182331244141688,0.4057401305804779,0.020005517321213404,0.3663921387601786,0.4443989799527347,0.07288656223648414,0.01848654705669773,0.03711187485435958,0.10969558897324262,15.176982784476149,3.603251671087558,8.070844048645293,22.158344024438236,0.5542794396423335,0.02780376546756721,0.4990460345230026,0.6082734822561852,0.4689684696900951,0.02790378996182367,0.41500758105346364,0.5226987630901032,0.08531096995223833,0.022386351921255605,0.04195980778821869,0.12979060217954683,15.349188082341483,3.808040689630209,7.78962508331686,22.82602921814977
v5_task_region_scalar_gated_late_mediapipe,hands,5000,6054.0,0.9495419557317477,0.0028104265692158385,0.94400396432111,0.9549099768747935,0.950541493227618,0.0027977504663958173,0.9449950445986125,0.9558969276511398,-0.0009995374958704972,0.0013955989236997986,-0.003799141063759448,0.0016518004625041272,0.7091602894122853,0.0024514331237352853,0.7042968398255297,0.7139690520873098,0.7066390724886016,0.0025667833054665193,0.7014745525175331,0.7116192188690789,0.002521216923683569,0.0012465787905995424,4.664582014391193e-05,0.004961522010474997,0.3554287900378211,0.17561743103962965,0.006599768783809045,0.7004155079523884,0.9527442777045358,0.00268802785613647,0.9474068606442433,0.957954343482339,0.9519904195248038,0.0027208307788573792,0.9466989449905489,0.957311881978779,0.0007538581797321289,0.0012406420434289808,-0.0017072286543039189,0.003131306769210595,0.07905053329411142,0.13018592720107003,-0.17928342952314588,0.3284471993280481
v5_task_region_scalar_gated_late_mediapipe,talk,5000,5944.0,0.7908441453566621,0.0053201697092110445,0.7804508748317631,0.8014804845222072,0.7865691790040377,0.005337673571121626,0.7760767160161507,0.7972745625841184,0.004274966352624493,0.003179198908878342,-0.0021870794078061584,0.010598923283983819,0.7540526323346001,0.006126281867075621,0.7422952935854729,0.7663390211983002,0.7528805407574515,0.0060575959336858325,0.7409488807404611,0.7646593945349496,0.0011720915771486434,0.0036878046214872846,-0.00630575026160011,0.00837053968972267,0.15418074999727804,0.4886978784534512,-0.8371493317276183,1.1113592778902188,0.7986010984287052,0.00503509093915784,0.7888825712823854,0.8087310235113154,0.7956107655465483,0.0050023531588431185,0.7857811989860207,0.8054602568553566,0.0029903328821568225,0.003034911207768855,-0.0031359594748944673,0.008971810094612603,0.37371388551461293,0.37928814043735554,-0.3939996092919697,1.1175280118514905
